area,type,room,sqm,price,price/sqm
Kamppi,kt,"2h, kk, kph, s,...","57,50",378000,6574
Etu-töölö,kt,"2h, avok, kph, 2wc","63,60",572000,8994
Kannelmäki,kt,2h+k+kph+las.pa...,"50,50",222000,4396
Töölö,kt,"2h, avok.","54,20",415000,7657
Kannelmäki,kt,2H +K,"55,00",199000,3618
Kontula,kt,"2h, k, kph, p","59,00",144500,2449
Etu-töölö,kt,"2h, kph","39,00",339000,8692
Roihuvuori,kt,"2h, avok, kph, ...","45,00",183000,4067
Pasila,kt,"2h, avok, kph, ...","50,00",390000,7800
Vuosaari,kt,"2 h, avok., kph, p","53,00",225000,4245
Kontula,kt,"2h,k,kph,lasite...","57,00",170489,2991
Kallio,kt,"2h, k, kph, 2xvh,","59,00",398000,6746
Kulosaari,kt,"2h, kk, kph, vh...","46,00",297500,6467
Maunula,kt,"2h, k, kph, par...","53,00",220000,4151
Malmi,kt,"2 h, tupak/oh, ...","54,00",205000,3796
Käpylä,kt,"2h, k, kph, vh,...","56,00",340000,6071
Kulosaari,kt,"2h, kk, kph, pa...","43,00",262000,6093
Malmi,kt,"2h, k, kph, vh,...","58,00",210000,3621
Kallio,kt,"2h, kk, wc/suihku","36,00",255000,7083
Etelä-haaga,kt,"2h, kk, kph","38,00",238000,6263
Kallio,kt,2h+k+kph+vh+p,"54,00",287000,5315
Taka-töölö,kt,2 h+kk,"56,00",435000,7768
Oulunkylä,kt,2h+kt+las.parv,"34,00",230000,6765
Pihlajisto,kt,2h+kt+s,"50,00",257001,5140
Länsi-pasila,kt,2h+k+kph+terassi,"54,00",270000,5000
Oulunkylä,kt,"2 h, k, kh/wc, ...","56,00",247000,4411
Alppiharju,kt,2h+kk,"42,00",267000,6357
Myllypuro,kt,"2h, kk, kph, la...","43,00",175000,4070
Pajamäki,kt,"2h, k, kph, par...","43,00",237000,5512
Haaga,kt,2h+k+parv.,"48,00",291000,6063
Kallio,kt,"2h, k, kph, alk...","57,00",363000,6368
Taka-töölö,kt,"2h, avok, kph, wc","57,00",410000,7193
Malmi,kt,"2 h, k, kh, pih...","58,00",190000,3276
Punavuori,kt,2h,"42,00",420000,10000
Maunula,kt,"2h, kk, kph, vh...","43,80",215000,4909
Viikki,kt,"2h, avok., kph,...","47,50",237000,4989
Punavuori,kt,"2h, k, kph","52,00",422000,8115
Lauttasaari,kt,2h+k+kph+vh+et+...,"57,00",403000,7070
Kruununhaka,kt,"2h, avok, kph, vh","65,50",510000,7786
Taka-töölö,kt,"2h, avok, kph","37,00",305000,8243
Vesala,kt,2h+avok+kh+s+p,"40,50",149000,3679
Kallio,kt,"2h, avok, alkov...","41,50",278000,6699
Roihuvuori,kt,"2h, k, kph, las...","52,00",242000,4654
Vuosaari,kt,"2h, k, kph, vaa...","55,50",150000,2703
Pukinmäki,kt,"2h, k, kph, vh, p","56,50",176000,3115
Laajasalo,kt,2h+k,"56,50",188000,3327
Kurkimäki,kt,2h+k+kph+parvek...,"57,50",155000,2696
Käpylä,kt,2h+kk+eteinen+kph,"36,50",200000,5479
Vuosaari,kt,"2h, kk, iso ter...","42,00",184000,4381
Kontula,kt,2h+kk,"47,50",107000,2253
Jätkäsaari,kt,2h+k,"48,00",375863,7830
Alppila,kt,Oh+avok+2xmh+kph,"53,00",320000,6038
Ruoholahti,kt,2H+K+S,"63,00",502000,7968
Käpylä,kt,"2h, k, kph/wc, ...","71,50",495000,6923
Taka-töölö,kt,"2h, kk, alkovi,...","44,00",308000,7000
Taka-töölö,kt,"2h, avok, kph, ...","45,00",389000,8644
Hermanni,kt,"2h, k , kph, p","49,00",277000,5653
Etelä-haaga,kt,"2h, kk, kph, la...","50,00",255000,5100
Etelä-haaga,kt,2 h + kk,"50,00",305000,6100
Malmi,kt,"2h, avokeitti&#...","50,50",152000,3010
Roihuvuori,kt,2h+k+s,"59,50",215000,3613
Mellunmäki,kt,"2h, k","52,00",142000,2731
Kruununhaka,kt,"2h, k, kph, vh","58,00",505000,8707
Kallio,kt,"2h, avokeitti&#...","63,50",445000,7008
Ilmala,kt,2h+k+kph+lasite...,"40,50",311000,7679
Malminkartano,kt,"2h, avok, kph, ...","44,50",145000,3258
Sörnäinen,kt,"2h, avok, kph, ...","45,40",286500,6311
Pukinmäki,kt,2h+k+las.parv.,"47,00",191000,4064
Käpylä,kt,2h+kk+s+parveke,"47,00",291000,6191
Pohjois-haaga,kt,"2h, k, rt, kph,...","48,00",226000,4708
Laajasalo,kt,"2h, k, kph/wc, ...","48,50",178000,3670
Kallio,kt,"2h, k, kph, las...","49,00",325000,6633
Oulunkylä,kt,"2h, avokeitti&#...","50,00",223500,4470
Pihlajisto,kt,2h+k+s,"50,00",254000,5080
Hakaniemi,kt,"2h, kk, et, kph/wc","52,50",310000,5905
Kallio,kt,"2h, avokeitti&#...","53,00",300000,5660
Herttoniemi,kt,"2h, k, kph, vh,...","59,50",300000,5042
Lassila,kt,2h+kk+s+las.parv,"48,00",235000,4896
Punavuori,kt,"2h, kk, kph, sa...","65,00",540000,8308
Viikinmäki,kt,2H+KT,"44,50",283000,6360
Punavuori,kt,"2h, kk, kph, vh","46,00",430000,9348
Etu-töölö,kt,"2h, k","46,90",356000,7591
Vesala,kt,"2h, avok, kph, ...","53,00",168000,3170
Lassila,kt,"2h, kk, kph/s, ...","48,00",230000,4792
Kivihaka,kt,"2h, avok, kph, ...","48,00",285000,5938
Lauttasaari,kt,"2 h, avok, kph,...","51,00",436000,8549
Pihlajisto,kt,2h+k,"60,00",127000,2117
Punavuori,kt,2h + k,"35,00",287000,8200
Munkkiniemi,kt,"1-2 h, alkovi, ...","45,00",328000,7289
Punavuori,kt,"2h, k, kph, las...","58,00",498000,8586
Kallio,kt,"2h, k, ph, saun...","64,00",521000,8141
Kannelmäki,kt,"2h, k, kph, parv.","38,00",158000,4158
Herttoniemi,kt,2 h + k,"47,00",235000,5000
Alppiharju,kt,"2 h, avok, kph,...","84,00",390000,4643
Etu-töölö,kt,"2h, avok, et., kph","43,00",313000,7279
Pihlajisto,kt,2h+kt+s,"50,00",257001,5140
Lauttasaari,kt,"2h, kt, kph, vh...","54,00",465000,8611
Punavuori,kt,2 h+kk+kh,"48,00",400000,8333
Mellunmäki,kt,2h+k+kph+lasit....,"55,00",110000,2000
Vuosaari,kt,"2h, k, kph + la...","57,00",165000,2895
Kannelmäki,kt,"2h, kk, kph, la...","43,00",149000,3465
Kaartinkaupunki,kt,"2h, kk, kylpyhu...","47,00",405000,8617
Lauttasaari,kt,"2h, k, kph, las...","51,50",349000,6777
Tapanila,kt,2h+k+lasitettu ...,"55,50",158500,2856
Vuosaari,kt,2h+k+parv.,"58,50",190000,3248
Töölö,kt,"2h,k,kh","66,00",476000,7212
Ruskeasuo,kt,2h+kk,"41,00",263000,6415
Munkkivuori,kt,2h+avokeitti...,"43,20",281000,6505
Meilahti,kt,"2h, kk, kph","45,00",300000,6667
Länsi-pasila,kt,"2h, avok, s, la...","45,00",319000,7089
Lauttasaari,kt,2h+kk+s,"45,00",373000,8289
Roihuvuori,kt,2h+kk+vh+kph+la...,"46,00",266600,5796
Taka-töölö,kt,2h+k+kph+wc+parv,"46,00",339900,7389
Vallila,kt,"2h, avok, kph","46,00",355000,7717
Kamppi,kt,"2h, k, kph","48,50",391000,8062
Pihlajisto,kt,2h+kt+s,"50,00",257001,5140
Vuosaari,kt,2h+k,"50,80",172500,3396
Alppila,kt,"2 h, kk, kph","51,00",342000,6706
Kallio,kt,"1-2 h, kt, alko...","52,50",312000,5943
Ullanlinna,kt,2h+k+kph+vh,"53,60",420000,7836
Vallila,kt,"2h, avok, kph, ...","55,00",330000,6000
Käpylä,kt,"3 h,k, kph, p","60,00",342000,5700
Lehtisaari,kt,2h+avok+kph+par...,"61,00",260000,4262
Maunula,kt,2h+k+kh,"61,00",262000,4295
Oulunkylä,kt,2h+k+terassi,"62,00",221000,3565
Etu-töölö,kt,"2h, k, halli, k...","71,20",568000,7978
Arabianranta,kt,2h+avok+kph+wc+...,"76,00",449000,5908
Reimarla,kt,"2h, k, kph, par...","38,00",201000,5289
Herttoniemenranta,kt,2h+avok+kph+las...,"42,50",293000,6894
Vallila,kt,2h+kk,"45,50",350000,7692
Vallila,kt,"2h, k, kph, p","49,00",355000,7245
Munkkiniemi,kt,"2h, kk, vh, par...","49,00",370000,7551
Kamppi,kt,2h+kt+kph+p,"55,00",397000,7218
Kamppi,kt,"2h, kk, kph","55,00",449000,8164
Kruununhaka,kt,2h+k+halli+kph+...,"80,00",570000,7125
Eiranranta,kt,"2h,k,rt,s kph,k...","84,00",1100000,13095
Malmi,kt,"2 h, kk, kh/wc,...","45,00",165000,3667
Etelä-haaga,kt,"2 h, k, kph, vh...","45,00",255000,5667
Taka-töölö,kt,"1-2h, avok, kph","48,00",357000,7438
Puotila,kt,"2h, k, kph, vh,...","55,00",213500,3882
Lassila,kt,"2h, k, kph, las...","55,00",240000,4364
Kulosaari,kt,"2h, k, las. par...","55,00",300000,5455
Koskela,kt,2h+k,"57,50",167000,2904
Lassila,kt,"2h, avok, kph, ...","65,50",277000,4229
Ruskeasuo,kt,"2 h, k, kh, p (...","41,00",195000,4756
Siltamäki,kt,"2h, kk","41,50",138000,3325
Kallio,kt,2h+kk+kh+lasite...,"43,00",305000,7093
Roihuvuori,kt,"2 h, avok., sau...","44,00",190000,4318
Mellunmäki,kt,2h+kk,"47,50",100000,2105
Vallila,kt,2h+kk+ruokailutila,"51,00",295000,5784
Siltamäki,kt,"2 h, keitti...","51,50",180000,3495
Vuosaari,kt,"2 h, avok., kph, p","53,00",222000,4189
Tapanila,kt,"2h,k,kph,lasit....","56,00",165000,2946
Taka-töölö,kt,"2h, avok, parve...","57,00",446000,7825
Patola,kt,"2 h, k, lasit. ...","58,00",191000,3293
Punavuori,kt,"2-3h, k, kph","63,00",560000,8889
Hermanni,kt,"2h, kt, kph, vh, p","39,00",235000,6026
Itäkeskus,kt,"2h, kk, kph, sa...","42,00",175000,4167
Punavuori,kt,"2h, avok, kph, ...","48,50",440000,9072
Käpylä,kt,2H+K,"54,00",345000,6389
Kalasatama,kt,"2h, k, kph, s, ...","54,50",460000,8440
Herttoniemenranta,kt,2h+kt+s+lasit.p...,"57,50",348000,6052
Länsi-pasila,kt,2h+k+vh+kph+las...,"58,00",295000,5086
Töölö,kt,2h+kk,"35,00",291500,8329
Pohjois-haaga,kt,2h+avok+kph+vh,"43,50",241000,5540
Etelä-haaga,kt,2h+kk+kh+parv,"44,00",266000,6045
"Viikki, latokartano",kt,"2h, avokeitti&#...","50,00",279000,5580
Punavuori,kt,"2h, avok, kph, ...","54,50",441000,8092
Pukinmäki,kt,"2h, k","57,50",150000,2609
Herttoniemenranta,kt,"2 h, avok, s, v...","58,00",397000,6845
Kruununhaka,kt,"2h, kk, kph","37,50",338000,9013
Etelä-haaga,kt,2h+avok+kph+p,"45,00",286000,6356
Pihlajisto,kt,2h+k+kph+s+p (Y...,"55,50",150000,2703
Pitäjänmäki,kt,"2 h, k, kph, la...","60,50",207000,3421
Alppila,kt,"2h, k, kph (YJ....","41,00",218000,5317
Ullanlinna,kt,2h+kk+kph (yj:n...,"45,00",441000,9800
Malmi,kt,"2h, k, kph, vh, p","50,50",135000,2673
Ullanlinna,kt,2h+k+kph (yj:n ...,"50,50",405000,8020
Lauttasaari,kt,"2h, k, kph, s, ...","58,00",425000,7328
Kannelmäki,kt,2h + k + kph,"49,50",124000,2505
Koskela,kt,"2 h, k, kph/wc,...","63,00",222000,3524
Etu-töölö,kt,"2h, avok, kph","64,00",556800,8700
Etu-töölö,kt,"2h, alkovi, k, ...","82,20",625000,7603
Kannelmäki,kt,2h + kk + p,"40,00",179000,4475
Ruskeasuo,kt,"2h,avokeitti...","50,50",410000,8119
Puotinharju,kt,"2 h, k, kph, la...","51,50",178000,3456
Harju,kt,"2h, k, vh, kph","54,00",324000,6000
Etu-töölö,kt,2 h + kn (YJ:n ...,"80,60",570000,7072
Alppila,kt,"2h, avok ja kph","33,40",260000,7784
Kaartinkaupunki,kt,"2h, avok, kph, vh","42,50",410000,9647
Pohjois-haaga,kt,"2h, kk, vh, p","43,50",213500,4908
Vuosaari,kt,2h+k,"46,00",158000,3435
Katajanokka,kt,"2h, kk","46,00",320000,6957
Itä-pasila,kt,"2h, k ja lasite...","52,00",230668,4436
Taka-töölö,kt,2h+k+kph,"55,50",415000,7477
Kallio,kt,2h+kk+kph+vh+la...,"41,50",330000,7952
Taka-töölö,kt,"2 h, avok, kph,...","45,00",320000,7111
Vuosaari,kt,2h+kk+kph+lasit...,"52,50",159500,3038
Meilahti,kt,2h+k+kh,"68,00",402796,5923
Kannelmäki,kt,"2h, kk","50,00",176000,3520
Mellunkylä,kt,"2h, kt","39,50",195000,4937
Etelä-haaga,kt,2h+avok+kph,"40,50",235000,5802
Malminkartano,kt,"2h, k, kph, par...","43,00",154000,3581
Kamppi,kt,"2h, k, kph, vh","67,30",492000,7311
Etu-töölö,kt,"2h, k","72,00",600000,8333
Ullanlinna,kt,"2h, keittiö...","82,00",895000,10915
Niemenmäki,kt,"2h, avokeitti&#...","42,00",252000,6000
Vuosaari,kt,"2h, k, kph, p","46,00",140000,3043
Laajasalo,kt,2h + k,"48,50",185000,3814
Vuosaari,kt,"2h,k, kph, lasi...","50,80",180000,3543
Munkkivuori,kt,"2h, k, kph, p","53,00",289000,5453
Etu-töölö,kt,"2h, k, kph, s","57,50",470000,8174
Sörnäinen,kt,"2h, avok, kph","40,00",210000,5250
Sörnäinen,kt,"2h,k,kh","41,00",249000,6073
Pikku huopalahti,kt,2h+kk+kph+p,"44,50",320000,7191
Munkkivuori,kt,2h+avok+kph+p (...,"50,00",285000,5700
Meilahti,kt," 2 h, k, kph, l...","50,00",335500,6710
Vuosaari,kt,"2h,k","50,50",115000,2277
Myllypuro,kt,2h+kk,"50,50",173000,3426
Oulunkylä,kt,"2h, k, kph, las...","61,00",215000,3525
Näkinpuisto,kt,"2h, kk, kph, vh...","44,50",385000,8652
Itä-pasila,kt,2 h+kk+kph+ las...,"48,50",190000,3918
Kannelmäki,kt,"2h, k, kph, las...","59,00",219000,3712
Lehtisaari,kt,"2 h, k, kph, vh, p","52,00",227500,4375
Kalasatama,kt,"2h, k, s","54,50",440000,8073
Kontula,kt,2h+kk,"47,00",123000,2617
Töölö,kt,2h+k+kph,"64,00",414000,6469
Kallio,kt,2h+kk+kph+p,"42,00",297000,7071
Punavuori,kt,"2h, avok ja kph","42,00",433000,10310
Herttoniemi,kt,"2h, k, kph ","55,50",273000,4919
Pihlajamäki,kt,2h+kk+lasitettu...,"56,00",155000,2768
Munkkiniemi,kt,"2 h, avok, kph,...","45,00",391000,8689
Lauttasaari,kt,"2h, avokeitti&#...","49,50",315000,6364
Kruununhaka,kt,"2 h, k, kph","52,00",428000,8231
Vuosaari,kt,"2h, k, kph, vh,...","55,50",150000,2703
Lauttasaari,kt,2h+kk,"56,00",330175,5896
Töölö,kt,2h+k+kph,"77,20",580000,7513
Käpylä,kt,"2h, avokeitti&#...","55,00",290000,5273
Kontula,kt,"2h, kk, kph, p","56,50",154000,2726
Munkkiniemi,kt,2h+k+kph+p,"60,00",425000,7083
Oulunkylä,kt,"2h, kk, kph, pa...","44,00",209000,4750
Oulunkylä,kt,"2h, k, kph, vh,...","51,00",207000,4059
Etu-töölö,kt,"2h, avokeitt...","53,00",405000,7642
Myllypuro,kt,2h+k+kph+las.parv,"55,00",145000,2636
Ruskeasuo,kt,"2h, k, kph ja l...","60,50",310000,5124
Roihuvuori,kt,"2h, avok., saun...","44,00",182000,4136
Kontula,kt,2h+kk+parveke,"46,00",169000,3674
Pohjois-haaga,kt,"2h, k, parveke","52,00",243000,4673
Meilahti,kt,2h+k+kph+parvek...,"55,50",407500,7342
Kuninkaantammi,kt,2h+kt,"48,50",244900,5049
Kivikko,kt,2h + kk + wc/ph...,"51,50",178000,3456
Etelä-haaga,kt,"2h, kk, parveke","37,00",235500,6365
Meilahti,kt,2 h+k-syv,"38,00",298000,7842
Käpylä,kt,"2h,avok,kph,p","46,00",277000,6022
Kuninkaantammi,kt,2h+kt,"48,50",244900,5049
Herttoniemenranta,kt,"2h, bk, s, vh, ...","50,50",292000,5782
Roihuvuori,kt,"2h, k, kph, vh","52,50",266000,5067
Malminkartano,kt,2h+k+parveke,"56,00",162000,2893
Käpylä,kt,"2h, k, kph, vh,...","56,00",311000,5554
Munkkiniemi,kt,"2h, k, kph","63,00",381000,6048
Etu-töölö,kt,"2h, avok, kph","64,00",594000,9281
Jätkäsaari,kt,"2h,avok,et,s,la...","66,00",657000,9955
Lauttasaari,kt,"2h, keittiö...","40,50",315000,7778
Konala,kt,"2h, k, lasitett...","43,50",174000,4000
Kallio,kt,"2h, avok, kph/wc","44,00",259000,5886
Herttoniemi,kt,2h+kk+kph+p,"45,00",268000,5956
Kruunuvuorenranta,kt,"2h, kt, rt, kph...","47,00",242000,5149
Töölö,kt,2h+kph,"49,00",495000,10102
Oulunkylä,kt,2h+kh+parv.,"49,50",222000,4485
Taka-töölö,kt,"2h, avok, kph, wc","50,00",360000,7200
Yliskylä,kt,"2h,k,kph,las.p.","51,00",189018,3706
Etelä-haaga,kt,2h+k,"51,00",285000,5588
Lauttasaari,kt,2h+avok+kph+vh,"52,00",400000,7692
Munkkiniemi,kt,2h+kk,"58,50",420000,7179
Pihlajamäki,kt,"2h, k, kph, vh,...","66,00",165000,2500
Munkkiniemi,kt,"2h, kk, kph","37,00",272000,7351
Taka-töölö,kt,2h + avokeitti&...,"39,00",295000,7564
Kallio,kt,2h+kk+kph+vh+pa...,"40,50",310000,7654
Etu-töölö,kt,2h + avokeitti&...,"42,00",439000,10452
Kivihaka,kt,"2h, kk, kph, s,...","44,00",255000,5795
Katajanokka,kt,"2h, avok, kph","45,00",390000,8667
Pohjois-haaga,kt,"2h, avok, kph, ...","50,00",290000,5800
Lauttasaari,kt,2h+avok+kph+p,"50,00",550000,11000
Kallio,kt,2h+k,"52,00",353000,6788
Vesala,kt,2h+k+s,"53,00",169000,3189
Veräjämäki,kt,"2h, avok, parve...","53,00",215000,4057
Punavuori,kt,"2h, avok, vh, k...","58,00",505000,8707
Malmi,kt,2h+k+s,"59,50",182000,3059
Kontula,kt,"2h, k, kph, vh,...","61,00",178000,2918
Maunula,kt,2h+kk,"40,00",196000,4900
Lauttasaari,kt,2h+pk,"42,00",285000,6786
Alppila,kt,2h+pk+kh+parv,"43,50",306000,7034
Munkkivuori,kt,"2h, k, kph, vh,...","49,00",278000,5673
Kallio,kt,2h+k,"49,00",345000,7041
Puotinharju,kt,2h+k+kph+lasite...,"51,50",157000,3049
Kontula,kt,"2h, k, kh, wc, p","56,50",145250,2571
Etu-töölö,kt,2h+k+kph+halli,"82,00",620000,7561
Taka-töölö,kt,2h+k+kph+parveke,"40,00",346000,8650
Laajasalo,kt,"2 h, kk, kph, p","47,00",202000,4298
Meri-rastila,kt,2h+k+kph+parv. ...,"58,50",149000,2547
Lauttasaari,kt,"2h, avok, kph, ...","46,50",390000,8387
Käpylä,kt,"2h, avok, kph, ...","47,00",386000,8213
Munkkivuori,kt,2h+avokeitti...,"51,00",220000,4314
Pihlajamäki,kt,"2h, k, kph, las...","52,50",157000,2990
Malmi,kt,2h+k+kph+s+piha,"54,50",187000,3431
Kallio,kt,"2h, kk, kph, pa...","44,00",345000,7841
Punavuori,kt,"2h, kk, kph, la...","44,00",376000,8545
Oulunkylä,kt,2h + kk + parveke,"44,50",215000,4831
Etelä-haaga,kt,"1-2h, avok, kph...","44,50",258000,5798
Mellunmäki,kt,2 h + k + kph +...,"45,00",115000,2556
Kamppi,kt,"2h, kk, kh","50,50",400000,7921
Käpylä,kt,"2h, k","51,50",300000,5825
Kallio,kt,2h+k+kph,"52,00",297000,5712
Mellunmäki,kt,"2h,k,kph,p (Yht...","54,00",164000,3037
Puotinharju,kt,"2h, k, kph, wc,...","56,00",138000,2464
Käpylä,kt,"2h, k, kph, par...","60,50",334000,5521
Taka-töölö,kt,"2h, avokeitti&#...","65,00",430000,6615
Punavuori,kt,2h+kk+kph+et,"44,00",365000,8295
Kallio,kt,2h+kk+rt+kh+ran...,"46,50",260000,5591
Kallio,kt,2 h+k+kh+ransk....,"46,50",281000,6043
Roihuvuori,kt,2h+k,"52,00",240000,4615
Puotila,kt,"2h,k,kph,vh","53,00",195000,3679
Haaga,kt,"2h, kk, kph","43,00",252000,5860
Etelä-haaga,kt,"2h, kk, kph, ra...","43,00",276000,6419
Etu-töölö,kt,2h+kk (yht.j...,"51,60",440000,8527
Kallio,kt,2h+kk+kph+vh+ra...,"42,50",312000,7341
Etelä-haaga,kt,"2h, k, kph, vh, p.","44,50",267000,6000
Roihuvuori,kt,"2h, k, kph, vh ...","52,50",236000,4495
Punavuori,kt,2h+kk,"38,00",340000,8947
Kruunuvuorenranta,kt,"2h, kt, rt, kph...","47,00",256000,5447
Kannelmäki,kt,"2h, keittiö...","51,50",215000,4175
Etelä-haaga,kt,2h+k,"52,00",270000,5192
Hakaniemi,kt,"2 h, kk, kph","53,00",435000,8208
Ruskeasuo,kt,2h+k+kh+vh+parveke,"55,50",340000,6126
Marjaniemi,kt,"2h, k, rt, kph,...","63,00",230000,3651
Kamppi,kt,2h+k+palv.alk.,"72,00",525000,7292
Kallio,kt,2h+avok+kph+et ...,"35,00",249900,7140
Etelä-haaga,kt,"2h, avok, vh, k...","38,00",240000,6316
Taka-töölö,kt,2h+avok+kph+wal...,"42,00",346000,8238
Roihuvuori,kt,"2h, k, vh, kph/...","51,10",255000,4990
Hakaniemi,kt,2h+k+kph+lasite...,"51,50",410000,7961
Meilahti,kt,2h+halli+kk,"62,00",428000,6903
Munkkiniemi,kt,"2h, avok, alkov...","41,00",319000,7780
Punavuori,kt,"2h, kk, kph, vh","42,20",365000,8649
Lauttasaari,kt,"2h, avok, kph, ...","46,00",535000,11630
Koskela,kt,"2h, kt","47,50",281000,5916
Puotinharju,kt,2h+k+parveke,"51,50",170000,3301
Hermanni,kt,2h+k+kph+parvek...,"63,00",336000,5333
Kruunuvuorenranta,kt,"2h, kk, kph, la...","51,00",244902,4802
Kamppi,kt,"2h, avok, kph","51,00",531000,10412
Vuosaari,kt,2 H+K+S,"57,00",220274,3864
Kallio,kt,"2h, k, alkovi, ...","57,00",430000,7544
Kamppi,kt,"2h, k, sauna/kp...","57,00",436000,7649
Roihuvuori,kt,"2h, k, kph (yj ...","51,00",206500,4049
Etelä-haaga,kt,"2 h, avokeitti&...","52,00",275000,5288
Pohjois-haaga,kt,"2h, k, kph ja l...","60,00",200000,3333
Hakaniemi,kt,2h+k+kph+et (yh...,"60,00",350000,5833
Lassila,kt,"2h, k, kph, las...","55,00",217500,3955
Katajanokka,kt,"2h, k, sauna, v...","64,50",495000,7674
Käpylä,kt,"2h, avok, kph, ...","45,00",291000,6467
Oulunkylä,kt,"2 h, avok, lasi...","50,00",250000,5000
Pohjois-haaga,kt,"2h, k, kph/wc, ...","51,00",250000,4902
Malmi,kt,2 h + k + p,"54,00",175000,3241
Maunula,kt,2h+k+kph+p,"46,00",222000,4826
Puotila,kt,"2h, k, kph, vh, p","47,50",185000,3895
Lauttasaari,kt,2h+k+kph,"51,70",248000,4797
Munkkivuori,kt,2h+k+vh+kph+las...,"55,00",266000,4836
Meri-rastila,kt,"2h, k, s, vh, parv","60,00",183000,3050
Kamppi,kt,2h+kk,"71,00",540000,7606
Taka-töölö,kt,"2h, avok. kph","39,50",313005,7924
Käpylä,kt,"2h, kt","45,00",305000,6778
Sörnäinen,kt,2H+K (yht.j...,"45,00",326000,7244
Herttoniemi,kt,"2h, kk, kph","33,00",193000,5848
Etelä-haaga,kt,"2h, avok, kph, ...","49,50",275000,5556
Vuosaari,kt,2h + k,"50,80",178000,3504
Kontula,kt,"2h, k, kph/wc, ...","52,00",157000,3019
Alppiharju,kt,"2h,kk","30,00",235101,7837
Pitäjänmäki,kt,2h+k+kph+las.parv.,"52,00",299000,5750
Herttoniemenranta,kt,2H+K,"52,50",399000,7600
Koskela,kt,"2h, kt","47,00",275000,5851
Malmi,kt,"2h, avok, pesuh...","47,50",166000,3495
Reimarla,kt,"2h, k, kph, vh,...","51,50",145000,2816
Lauttasaari,kt,"2 h, kk, kph","33,00",279000,8455
Kallio,kt,"2h, avok, kph, ...","41,00",325000,7927
Ruskeasuo,kt,2h+kk,"44,00",331000,7523
Puotila,kt,"2h, k, kph, par...","47,50",184000,3874
Kannelmäki,kt,"2h, k, kph, vh,...","52,50",135000,2571
Ullanlinna,kt,"2h, kk, kh, wc","43,50",490000,11264
Ruskeasuo,kt,2h+kk,"44,00",325000,7386
Veräjämäki,kt,"2h, kk, kh, par...","45,00",208000,4622
Koskela,kt,"2h, kt","45,00",291000,6467
Kruunuvuorenranta,kt,"2h, kt, rt, kph...","47,00",249500,5309
Kannelmäki,kt,"2 h, kk, kph, p...","48,00",184000,3833
Kivihaka,kt,"2h, k, parveke ...","51,00",280000,5490
Alppiharju,kt,2h+k+kph (yhti&...,"52,00",358000,6885
Lassila,kt,"2h, k, s, vh, l...","52,50",210000,4000
Lauttasaari,kt,"2h, k, kph, eri...","55,00",392000,7127
Pihlajamäki,kt,2h+k+kph+vh+las...,"56,00",164000,2929
Aurinkolahti,kt,"2h, k, kph, las...","58,00",315000,5431
Ullanlinna,kt,"2h, k, kh, wc, vh","85,20",830000,9742
Lauttasaari,kt,2 h+kk,"39,00",293000,7513
Etelä-haaga,kt,2 h + kk,"39,50",237000,6000
Kamppi,kt,"2h, kk, kph ja ...","40,00",333000,8325
Viikinmäki,kt,"2 h, k, kh, p (...","45,00",275000,6111
Vuosaari,kt,"2h,k,kph,parveke","46,00",152000,3304
Länsi-pakila,kt,2h+k+kph,"47,00",215000,4574
Kannelmäki,kt,2H+K,"50,00",198000,3960
Herttoniemenranta,kt,2h+kt,"52,00",325000,6250
Pitäjänmäki,kt,2h+kt+s (2h+kt+...,"52,50",332000,6324
Laajasalo,kt,"2h, avok, kph, ...","56,00",268912,4802
Länsi-pasila,kt,"2h, k, wc/kph, ...","58,50",295000,5043
Pikku huopalahti,kt,"2h, avokeitti&#...","58,50",352000,6017
Pikku huopalahti,kt,2h+kk,"42,00",221138,5265
Kallio,kt,2h + k,"50,00",320000,6400
Ullanlinna,kt,2h+k,"51,00",373000,7314
Oulunkylä,kt,2h+k+kph+vh+par...,"55,50",247000,4450
Malminkartano,kt,2 h+kt+s,"58,50",234000,4000
Alppiharju,kt,"2h, k, kph, par...","60,00",326000,5433
Pihlajamäki,kt,2h+k,"61,00",165000,2705
Kruununhaka,kt,2h+k,"70,00",615000,8786
Vallila,kt,1h+k+wc+sh,"40,00",252000,6300
Kannelmäki,kt,"2h,k,kph/wc,s,l...","50,00",255000,5100
Etu-töölö,kt,2h+k+et+ph+wc (...,"52,00",365000,7019
Mellunmäki,kt,"2h, k, kph, las...","55,00",174000,3164
Pihlajamäki,kt,2h+k+kh+p,"58,00",125000,2155
Kalasatama,kt,"2h, kt, kph, pa...","42,50",400000,9412
Käpylä,kt,"2h, kt","45,00",270000,6000
Etelä-haaga,kt,"2h, k, kph, las.p","50,00",276000,5520
Reimarla,kt,"2h, keittiö...","51,50",164000,3184
Mellunkylä,kt,2h+kt,"53,00",215000,4057
Veräjälaakso,kt,2h+k+s,"57,00",233000,4088
Itäkeskus,kt,2h + k + kph + ...,"60,50",175000,2893
Munkkivuori,kt,"2h, kk, kph, ra...","38,00",240000,6316
Meilahti,kt,2h+avok+kph (yj...,"39,00",292000,7487
Etelä-haaga,kt,2h+kk,"45,00",273000,6067
Hermanni,kt,2h+kk+vh+ty...,"47,00",281000,5979
Etelä-haaga,kt,2h+k+alkovi+kph...,"47,00",284000,6043
