area,type,room,sqm,price,price/sqm,rooms
Pukinmäki,Kerrostalo,2h+kk+kph+vh+la...,45.0,166000,3689,2
Katajanokka,Kerrostalo,2h+k (yhtiö...,47.0,420000,8936,2
Vallila,Kerrostalo,2h+ kk,48.0,318000,6625,2
Kruununhaka,Kerrostalo,"2h, k, kph",60.0,485000,8083,2
Siltamäki,Kerrostalo,"2h, k",62.0,150000,2419,2
Punavuori,Kerrostalo,"2h, avok, alkov...",70.0,696000,9943,2
Oulunkylä,Kerrostalo,2h+k+lasitettup...,59.0,157000,2661,2
Taka-töölö,Kerrostalo,"2h, k, halli, v...",82.4,515000,6250,2
Kamppi,Kerrostalo,"2h, k, kph, las.p.",50.5,360000,7129,2
Laajasalo,Kerrostalo,"2h, k, kph, las...",55.0,213000,3873,2
Hermanni,Kerrostalo,2h+avok.+kph+vh+p,37.0,260000,7027,2
Meilahti,Kerrostalo,2h+avok+kph,37.5,262000,6987,2
Kallio,Kerrostalo,2h+k+kph,53.0,357000,6736,2
Munkkiniemi,Kerrostalo,2h+k+kph+p,64.0,445000,6953,2
Kivihaka,Kerrostalo,"2h, k, kph, las...",44.0,240000,5455,2
Oulunkylä,Kerrostalo,2h+kk+kph+vh (Y...,45.0,235000,5222,2
Kallio,Kerrostalo,"2h, avok., kph,...",50.0,350000,7000,2
Itä-pasila,Kerrostalo,2h+k,54.0,262000,4852,2
Savela,Kerrostalo,2h+kk,45.0,172000,3822,2
Pihlajisto,Kerrostalo,2h+k+kph,50.5,134000,2653,2
Munkkivuori,Kerrostalo,2h+k+kph+p,53.0,338000,6377,2
Puotinharju,Kerrostalo,2h+k+vh+kph+p,55.5,232000,4180,2
Aurinkolahti,Kerrostalo,"2h,kk,s",46.0,270000,5870,2
Kalasatama,Kerrostalo,"2h, avok, kph, ...",47.0,430000,9149,2
Laajasalo,Kerrostalo,2h+kk,48.5,189000,3897,2
Etu-töölö,Kerrostalo,"2h, k, vh, kph",53.0,426000,8038,2
Kamppi,Kerrostalo,2h+k+kh+patio,55.0,385000,7000,2
Konala,Kerrostalo,"2h, keittokomer...",43.5,150000,3448,2
Kluuvi,Kerrostalo,2h+k+kph,45.5,475000,10440,2
Etelä-haaga,Kerrostalo,"2h, keittiö...",47.5,260000,5474,2
Etelä-haaga,Kerrostalo,"2h, k, kph, las.p",47.5,274000,5768,2
Munkkivuori,Kerrostalo,2h+k+p+kh,49.8,241200,4843,2
Aurinkolahti,Kerrostalo,"2h, keittiö...",54.5,283000,5193,2
Munkkiniemi,Kerrostalo,2h+kk,38.5,287000,7455,2
Alppila,Kerrostalo,"2h, avok, kph",34.0,220000,6471,2
Konala,Kerrostalo,"2h, kk, kph, vh...",44.0,168000,3818,2
Kalasatama,Kerrostalo,"2h, avok, kph, ...",54.5,537500,9862,2
Meilahti,Kerrostalo,2h+kk+kph+et,38.0,230000,6053,2
Töölö,Kerrostalo,2h+kk,39.0,282300,7238,2
Sörnäinen,Kerrostalo,"2h, avok, kph, ...",40.0,275000,6875,2
Alppila,Kerrostalo,2h+kk+kph,41.0,215000,5244,2
Myllypuro,Kerrostalo,"2h, avok, kph, ...",43.5,170000,3908,2
Jätkäsaari,Kerrostalo,"2h, avok, kph, ...",44.0,377000,8568,2
Pukinmäki,Kerrostalo,"2h, kk, kph, pa...",45.0,165000,3667,2
Alppila,Kerrostalo,2h+k+kh,48.0,270000,5625,2
Meilahti,Kerrostalo,2h + k + kph,62.0,400000,6452,2
Kamppi,Kerrostalo,2 h + kk + alk ...,41.0,370000,9024,2
Arabianranta,Kerrostalo,"2h,kt,kph,s,p (...",43.5,285000,6552,2
Kallio,Kerrostalo,"2h, kk, kph",44.0,300000,6818,2
Pukinmäki,Kerrostalo,"2h, kk, s, lasi...",35.5,165000,4648,2
Pohjois-haaga,Kerrostalo,"2h, k, parveke ...",42.5,231000,5435,2
Kruununhaka,Kerrostalo,2h+k+et+kph (yh...,45.0,363000,8067,2
Kallio,Kerrostalo,2h+k+kph+vh+par...,49.0,330000,6735,2
Herttoniemenranta,Kerrostalo,2h+k+lasitettu ...,52.5,382000,7276,2
Myllypuro,Kerrostalo,"2h, k, kph, las...",56.5,185000,3274,2
Lauttasaari,Kerrostalo,2h+k+s+parveke,65.5,449000,6855,2
Punavuori,Kerrostalo,2h+k+kph+s+las.p,75.5,630000,8344,2
Taka-töölö,Kerrostalo,2h+avok+kph,42.0,257000,6119,2
Puotinharju,Kerrostalo,2h+k+kph+vh+las.p,54.0,195000,3611,2
Vuosaari,Kerrostalo,"2h, k, kph, ter...",60.0,171572,2860,2
Haaga,Kerrostalo,"2h,kk,kh",35.0,186781,5337,2
Kallio,Kerrostalo,2h+kk,42.0,229900,5474,2
Vuosaari,Kerrostalo,2h+k+s,51.5,235000,4563,2
Käpylä,Kerrostalo,"2h, kk",37.0,259000,7000,2
Tapaninvainio,Kerrostalo,"2h, k, kph/wc, ...",48.0,205000,4271,2
Kallio,Kerrostalo,2h+avok+kph (yh...,46.5,299000,6430,2
Roihuvuori,Kerrostalo,"2h, k, kph",51.0,240000,4706,2
Töölö,Kerrostalo,"2h,kk",53.0,448117,8455,2
Kamppi,Kerrostalo,2h+kk,39.0,300000,7692,2
Mellunmäki,Kerrostalo,2h + pk + parveke,41.5,100000,2410,2
Roihuvuori,Kerrostalo,"2 h, k, kph, la...",52.0,225000,4327,2
Kontula,Kerrostalo,"2h, k",56.0,139000,2482,2
Meilahti,Kerrostalo,2 h + kk,45.0,300000,6667,2
Arabianranta,Kerrostalo,"2 h, k, kh, vh,...",47.5,310000,6526,2
Kontula,Kerrostalo,"2h, kk, kph, p",53.0,161000,3038,2
Vesala,Kerrostalo,2h+kk,44.5,125000,2809,2
Hermanni,Kerrostalo,"2h, kk, 2vh, kp...",49.0,253500,5173,2
Meilahti,Kerrostalo,"2h, kk, et, kph",38.0,235000,6184,2
Roihuvuori,Kerrostalo,"2h, avok, kph",40.0,192000,4800,2
Vallila,Kerrostalo,"2h, avok, kph, ...",40.0,307000,7675,2
Kalasatama,Kerrostalo,2H+KT,43.0,455000,10581,2
Oulunkylä,Kerrostalo,"2h, kk, kph, la...",45.5,205000,4505,2
Käpylä,Kerrostalo,2h+avok.+kph+sa...,46.5,349000,7505,2
Meilahti,Kerrostalo,2h+alkovi+k+ kph,50.0,320000,6400,2
Malminkartano,Kerrostalo,"2h,k,kph,vh,las...",55.5,190000,3423,2
Käpylä,Kerrostalo,2h+k+khwc+p,55.5,310000,5586,2
Etelä-haaga,Kerrostalo,"2h, k, kph, par...",64.0,311000,4859,2
Vallila,Kerrostalo,"2h, avokeitti&#...",71.0,481000,6775,2
Aurinkolahti,Kerrostalo,"2h, kk, kph, la...",40.5,222000,5481,2
Kivihaka,Kerrostalo,2h+pk+p,40.5,240000,5926,2
Vallila,Kerrostalo,2h+avok.+ruokai...,41.0,280000,6829,2
Kalasatama,Kerrostalo,2H+KT,43.0,455000,10581,2
Konala,Kerrostalo,2h+kk+lasitettu...,43.5,167000,3839,2
Meilahti,Kerrostalo,2h+kk,45.5,327600,7200,2
Roihuvuori,Kerrostalo,"2 h, avok, kph,...",48.0,290000,6042,2
Munkkivuori,Kerrostalo,"2h, k, khh, vh,...",52.1,289000,5547,2
Kallio,Kerrostalo,2h+avok+vh+kph,52.5,291000,5543,2
Etu-töölö,Kerrostalo,"2h, k, kph, et",56.5,489000,8655,2
Siltamäki,Kerrostalo,2h+k+kph+ lasit...,63.0,125000,1984,2
Taka-töölö,Kerrostalo,2h+k+kph+vh,84.0,652000,7762,2
Sörnäinen,Kerrostalo,"2h, avok, kph",36.0,295000,8194,2
Etu-töölö,Kerrostalo,"1-2h,avok,kph,v...",45.0,370000,8222,1
Aurinkolahti,Kerrostalo,"2h, kk, kph, s,...",48.0,265000,5521,2
Vallila,Kerrostalo,"2h, kt, s, las....",49.0,390000,7959,2
Munkkivuori,Kerrostalo,"2h, k, kph, s, ...",52.1,299000,5739,2
Pihlajisto,Kerrostalo,2h+k,55.0,140001,2545,2
Ullanlinna,Kerrostalo,"2h, k, kph, et",59.0,505000,8559,2
Maunula,Kerrostalo,"2h, kk (yj. 2 h...",36.5,216000,5918,2
Etelä-haaga,Kerrostalo,"2h, avok, kph, p",43.5,256000,5885,2
Puotila,Kerrostalo,2h+k+kph+vh,46.5,185000,3978,2
Meri-rastila,Kerrostalo,"2h, kk",50.5,155500,3079,2
Myllypuro,Kerrostalo,"2h, kk, kph, vh...",50.5,187504,3713,2
Harju,Kerrostalo,"2h, kk, kph",52.0,359000,6904,2
Kontula,Kerrostalo,2h+k+kph+vh+parv,56.0,171000,3054,2
Suutarila,Kerrostalo,2h+k+kph+las.pa...,65.0,164000,2523,2
Lauttasaari,Kerrostalo,"2h, k, kph, las...",55.0,275000,5000,2
Oulunkylä,Kerrostalo,"2h, k, kph, las...",58.0,176000,3034,2
Lehtisaari,Kerrostalo,"2h, k, kph, las...",63.3,238000,3760,2
Etu-töölö,Kerrostalo,2h+k,65.8,465000,7067,2
Töölö,Kerrostalo,2 h+k,71.0,476000,6704,2
Vesala,Kerrostalo,2h+k+kph+lasite...,49.0,139000,2837,2
Vuosaari,Kerrostalo,"2 h, kk, kh/wc,...",52.5,155000,2952,2
Herttoniemi,Kerrostalo,2h+k,53.0,293000,5528,2
Kamppi,Kerrostalo,"2h, kk, kph",29.0,280000,9655,2
Ruskeasuo,Kerrostalo,"2h, avok, kph",37.0,224000,6054,2
Meilahti,Kerrostalo,"2h, avokeitti&#...",46.0,497000,10804,2
Oulunkylä,Kerrostalo,"2h, kk, vh, las...",47.0,221000,4702,2
Harju,Kerrostalo,"2h, k, kph, alkovi",48.0,295500,6156,2
Mellunmäki,Kerrostalo,"2h, k, kph + la...",51.5,160000,3107,2
Käpylä,Kerrostalo,"2h, k, kph, vh,...",56.0,345000,6161,2
Hakaniemi,Kerrostalo,"2h, k, kph, vh, p",64.0,419000,6547,2
Eira,Kerrostalo,"2h,kk,s",42.0,450000,10714,2
Ylä-malmi,Kerrostalo,"2h, k, lasitett...",49.0,135000,2755,2
Vallila,Kerrostalo,"2h, k, kph, vh",51.5,350000,6796,2
Lauttasaari,Kerrostalo,"2h, k, lasitettu p",56.0,399000,7125,2
Roihuvuori,Kerrostalo,"2h, avokeitti&#...",56.5,260000,4602,2
Viikinmäki,Kerrostalo,"2h, k, s + lasi...",60.0,300000,5000,2
Alppiharju,Kerrostalo,2h+iso keitti&#...,61.0,265000,4344,2
Malmi,Kerrostalo,2h+kk+s,41.0,168000,4098,2
Oulunkylä,Kerrostalo,2h+kk,45.0,221000,4911,2
Kamppi,Kerrostalo,"2h, alkovi, kk,...",45.0,315000,7000,2
Kallio,Kerrostalo,2h+kk+kph,46.0,240000,5217,2
Taka-töölö,Kerrostalo,"1h, k, kph, eri...",48.5,350000,7216,1
Kannelmäki,Kerrostalo,2h+k,51.0,210000,4118,2
Pajamäki,Kerrostalo,"2h, k, kph,vh, ...",53.8,238000,4424,2
Vesala,Kerrostalo,"2h, kk, kph, p",44.0,115000,2614,2
Alppikylä,Kerrostalo,2h+avok+kph,47.0,212000,4511,2
Pajamäki,Kerrostalo,2h+k,48.0,223000,4646,2
Malminkartano,Kerrostalo,2h+k+s+kph+et+l...,59.5,157000,2639,2
Punavuori,Kerrostalo,2h+keittiö,60.5,460000,7603,2
Oulunkylä,Kerrostalo,2h+k+s+terassipiha,61.0,343000,5623,2
Töölö,Kerrostalo,2h+alkovi+kk+kp...,65.5,480000,7328,2
Pihlajamäki,Kerrostalo,2h+kk (yht.j...,39.0,124000,3179,2
Punavuori,Kerrostalo,2h+avok+kph (yj...,47.5,425000,8947,2
Vuosaari,Kerrostalo,2h +k,59.0,145000,2458,2
Sörnäinen,Kerrostalo,"2h, avok, kph, vh",42.5,336000,7906,2
Hakaniemi,Kerrostalo,2h+kt,42.5,399000,9388,2
Punavuori,Kerrostalo,"2h, avok, kph",43.0,359000,8349,2
Puotinharju,Kerrostalo,2 h+k+lasit.par...,50.0,135000,2700,2
Mellunmäki,Kerrostalo,"2h, k, kph, par...",51.5,146000,2835,2
Kamppi,Kerrostalo,"2h, avok, kph, ...",53.0,502000,9472,2
Kruununhaka,Kerrostalo,"2h, k, kph",56.5,589000,10425,2
Punavuori,Kerrostalo,"2h, k, kph, s, ...",67.0,615000,9179,2
Tammisalo,Kerrostalo,2h+k+kph,40.0,245000,6125,2
Hermanni,Kerrostalo,2h+k+kph,45.2,279000,6173,2
Puotila,Kerrostalo,2h+k+kh+parv,47.0,145000,3085,2
Sörnäinen,Kerrostalo,"2 h, avok, kph",50.0,258000,5160,2
Vuosaari,Kerrostalo,"2h, k",54.0,155000,2870,2
Myllypuro,Kerrostalo,"2-3h, k, kph, v...",70.9,223000,3145,2
Vallila,Kerrostalo,2h+kk+kph,41.0,270000,6585,2
Vuosaari,Kerrostalo,"2h, kk, kph, sa...",45.0,192500,4278,2
Punavuori,Kerrostalo,"2h, k, rt, kph,...",52.0,623000,11981,2
Kannelmäki,Kerrostalo,2h+kk+parveke,40.0,177000,4425,2
Lauttasaari,Kerrostalo,2 h+kk+kph+p,55.0,429621,7811,2
Tapulikaupunki,Kerrostalo,"2 h, k, kph, la...",63.0,141000,2238,2
Lauttasaari,Kerrostalo,"2h, avok, kph, ...",44.0,332000,7545,2
Mellunmäki,Kerrostalo,"2h, k, kph, vh,...",51.5,110005,2136,2
Myllypuro,Kerrostalo,"2h, k, kph, vh,...",52.5,174000,3314,2
Etelä-haaga,Kerrostalo,2h+kk+p,43.0,235000,5465,2
Kallio,Kerrostalo,"2h, avok, kph, p",45.5,325000,7143,2
Vuosaari,Kerrostalo,2h+k+kph+vh+par...,49.5,148500,3000,2
Jätkäsaari,Kerrostalo,2h+k+s,62.0,358011,5774,2
Kallio,Kerrostalo,"2 h, kk, kph, vh",38.5,265000,6883,2
Puotila,Kerrostalo,2h+k+kh+p,51.0,194000,3804,2
Pasila,Kerrostalo,2h+kk+s,53.0,269000,5075,2
Herttoniemi,Kerrostalo,2h+avokeitti...,54.5,265000,4862,2
Kurkimäki,Kerrostalo,2h+k,55.5,122000,2198,2
Malmi,Kerrostalo,"2h, k, kph, s, ...",45.5,211000,4637,2
Etu-töölö,Kerrostalo,"2h, kk, kph, wc...",57.0,478000,8386,2
Etu-töölö,Kerrostalo,"2h, kk, halli",59.1,380000,6430,2
Alppila,Kerrostalo,"2h, avok",40.0,300000,7500,2
Arabianranta,Kerrostalo,2h+kk+ terassipiha,41.5,293500,7072,2
Pajamäki,Kerrostalo,"2h, k, kph, vh,...",53.8,242000,4498,2
Ullanlinna,Kerrostalo,"2h, k, kph, vh, p",52.0,515000,9904,2
Ullanlinna,Kerrostalo,"2h, k, ",63.0,730500,11595,2
Lauttasaari,Kerrostalo,2h+pk,50.0,300000,6000,2
Vuosaari,Kerrostalo,2h+k,51.0,145000,2843,2
Käpylä,Kerrostalo,"2h, kk, kph",41.0,279000,6805,2
Munkkiniemi,Kerrostalo,2h+kk+kph+p,41.0,310000,7561,2
Munkkiniemi,Kerrostalo,"2h, avok, kph, p",42.0,304000,7238,2
Ullanlinna,Kerrostalo,"2h, avok, kph",44.0,504240,11460,2
Kivikko,Kerrostalo,"2h, avok, kph, ...",45.0,189000,4200,2
Lauttasaari,Kerrostalo,"1h, avok, kph, ...",59.5,460000,7731,1
Alppiharju,Kerrostalo,2h+avokeitti...,36.6,310000,8470,2
Meilahti,Kerrostalo,2h+avok+kph+vh,40.0,295000,7375,2
Meilahti,Kerrostalo,"2h, avokeitti&#...",46.0,483000,10500,2
Jätkäsaari,Kerrostalo,"2h, kk, kph, s,...",47.5,293481,6179,2
Aurinkolahti,Kerrostalo,"2h,k,s, lasitet...",48.0,263000,5479,2
Herttoniemenranta,Kerrostalo,2h+k+terassi,55.0,409000,7436,2
Aurinkolahti,Kerrostalo,2h+k+s,56.0,252796,4514,2
Aurinkolahti,Kerrostalo,2h+kk+s,56.0,268000,4786,2
Vesala,Kerrostalo,"2h, k, s",57.5,175000,3043,2
Etu-töölö,Kerrostalo,"2h, k, kph, wc",59.8,425000,7107,2
Munkkiniemi,Kerrostalo,2h+halli+k+kph,61.2,425000,6944,2
Etu-töölö,Kerrostalo,"2h, avok, etein...",73.5,587000,7986,2
Vallila,Kerrostalo,"2h, k, kph",31.0,190000,6129,2
Taka-töölö,Kerrostalo,"2h, alkovi, kk,...",40.0,291000,7275,2
Länsi-pasila,Kerrostalo,"2h, avok, kph j...",45.0,257000,5711,2
Etelä-haaga,Kerrostalo,2h+avok+kph+p (...,46.0,292000,6348,2
Kallio,Kerrostalo,"2h, avok, kph",47.0,395000,8404,2
Taka-töölö,Kerrostalo,2h+k+kph+vh (yj...,47.5,379000,7979,2
Pohjois-haaga,Kerrostalo,"2h, k, kph, par...",49.0,246000,5020,2
Kruununhaka,Kerrostalo,"2h, k, kph",50.0,390000,7800,2
Kallio,Kerrostalo,"2h, k, kph",51.5,346000,6718,2
Maunula,Kerrostalo,"2h, k, kph, vh,...",53.7,237000,4413,2
Konala,Kerrostalo,2h+k+s,55.5,202000,3640,2
Etelä-haaga,Kerrostalo,2h+kk+kph+p,42.0,235000,5595,2
Sörnäinen,Kerrostalo,"1h, avok, kph, ...",48.0,310000,6458,1
Aurinkolahti,Kerrostalo,"2h, k, s, lasit...",50.0,310000,6200,2
Viikki,Kerrostalo,"2h, avok, kph, ...",52.0,235000,4519,2
Roihuvuori,Kerrostalo,2h+k+parveke,53.0,255000,4811,2
Ullanlinna,Kerrostalo,"3h yj:n mukaan,...",65.5,650000,9924,3
Itäkeskus,Kerrostalo,2h+k+s,53.0,154000,2906,2
Mellunmäki,Kerrostalo,"2h, k, kph, las...",55.0,165000,3000,2
Ylä-malmi,Kerrostalo,"2h,k,kh,vh,sauna",57.5,210000,3652,2
Malmi,Kerrostalo,"2h,h,ransk.parv.",52.0,105000,2019,2
Kallio,Kerrostalo,"2h, k",46.5,370000,7957,2
Siltamäki,Kerrostalo,2h+pk,50.0,92500,1850,2
Pitäjänmäki,Kerrostalo,"2 huonetta, avo...",50.0,302000,6040,2
Munkkivuori,Kerrostalo,"2 h, k, kh, ran...",50.4,290000,5754,2
Katajanokka,Kerrostalo,2h+kk+vh+kph,62.0,486000,7839,2
Ullanlinna,Kerrostalo,"2h, avok, kph, ...",43.5,333000,7655,2
Ruskeasuo,Kerrostalo,"2h,k, lasitettu...",51.0,420000,8235,2
Ullanlinna,Kerrostalo,2h+k,52.0,480000,9231,2
Munkkiniemi,Kerrostalo,"2 h, k, kph, pa...",53.2,357000,6711,2
Savela,Kerrostalo,"2 h, k, kph, p ...",57.5,185000,3217,2
Puotila,Kerrostalo,"2h, k, kph, p",57.5,190000,3304,2
Kallio,Kerrostalo,2h+kk+p (Yht.j&...,37.5,291000,7760,2
Etu-töölö,Kerrostalo,"2h, avok, kph, wc",44.4,361000,8131,2
Pitäjänmäki,Kerrostalo,2h+k,45.0,237500,5278,2
Siltamäki,Kerrostalo,"2h, kk",48.5,108000,2227,2
Pukinmäki,Kerrostalo,2h+k+s,55.0,198000,3600,2
Kurkimäki,Kerrostalo,"2h, k, kph/suih...",57.0,170000,2982,2
Savela,Kerrostalo,2h+k+kph+p (YJ:...,58.5,195000,3333,2
Katajanokka,Kerrostalo,2h+k+parveke,62.5,373000,5968,2
Etu-töölö,Kerrostalo,"1-2h, kk, alkov...",40.0,334000,8350,1
Laakso,Kerrostalo,"2h, k, kph, par...",47.5,340000,7158,2
Pohjois-haaga,Kerrostalo,"2h, avokeitti&#...",52.0,283000,5442,2
Laajasalo,Kerrostalo,2h + kk,39.0,212200,5441,2
Herttoniemenranta,Kerrostalo,2h+kt+kph+s+parv,41.5,269000,6482,2
Laakso,Kerrostalo,"1-2h, avokeitti...",43.0,326000,7581,1
Tapaninvainio,Kerrostalo,"2h,k",50.0,158500,3170,2
Pohjois-haaga,Kerrostalo,"2 h, k, kph ja ...",53.0,250000,4717,2
Oulunkylä,Kerrostalo,"2h, k ja lasite...",58.0,146500,2526,2
Aurinkolahti,Kerrostalo,"2h, avok, sauna...",58.0,270000,4655,2
Siltamäki,Kerrostalo,"2h, k, kph,wc,v...",63.5,115000,1811,2
Alppila,Kerrostalo,2h,38.0,258000,6789,2
Harju,Kerrostalo,"2h, avok, kph",44.0,320000,7273,2
Kallio,Kerrostalo,"2h, k, kph, vh,...",54.1,392500,7255,2
Haaga,Kerrostalo,2h+avok+kph,32.0,153000,4781,2
Meilahti,Kerrostalo,2h + kk + kph,39.0,279000,7154,2
Lassila,Kerrostalo,"2h, avokeitti&#...",44.0,285000,6477,2
Myllypuro,Kerrostalo,"2h, kph, vh, la...",52.5,175000,3333,2
Lassila,Kerrostalo,"2h, avok, kph, ...",57.5,260000,4522,2
Oulunkylä,Kerrostalo,"2h, k, s, laist...",58.0,274000,4724,2
Konepaja,Kerrostalo,"2h, avokeitti&#...",45.5,362000,7956,2
Vuosaari,Kerrostalo,"2h, k, vh, kph,...",51.5,147000,2854,2
Oulunkylä,Kerrostalo,2h+k,56.0,203000,3625,2
Viikki,Kerrostalo,"2h,avok,kph,s,l...",56.5,286000,5062,2
Herttoniemenranta,Kerrostalo,2h+k+s+vh+lasit...,58.0,417000,7190,2
Kontula,Kerrostalo,2h+k+vh+kph+eri...,59.5,170000,2857,2
Lauttasaari,Kerrostalo,"2h, avok, lasit...",40.5,373000,9210,2
Sörnäinen,Kerrostalo,2h,44.5,270000,6067,2
Myllypuro,Kerrostalo,"2h, kk, kph, la...",50.5,170000,3366,2
Herttoniemi,Kerrostalo,"2h, k, kph ",55.5,265000,4775,2
Tapulikaupunki,Kerrostalo,2h+k+kph+parv. ,58.5,140000,2393,2
Hakaniemi,Kerrostalo,"2h, k, kph, vh, p",65.0,465000,7154,2
Vesala,Kerrostalo,2h/avokeitti...,49.0,141500,2888,2
Herttoniemenranta,Kerrostalo,2h+k+lasitettu ...,52.0,383000,7365,2
Vuosaari,Kerrostalo,"2h, k, kph, vh,...",54.0,147000,2722,2
Myllypuro,Kerrostalo,2h + avok + saa...,59.0,258700,4385,2
Kalasatama,Kerrostalo,"2h, avok, kph, ...",40.5,386000,9531,2
Pikku huopalahti,Kerrostalo,2h+kk+s,51.0,326000,6392,2
Alppila,Kerrostalo,2h+k+wc/kph+par...,61.0,360000,5902,2
Lauttasaari,Kerrostalo,2 h + avokeitti...,65.0,419000,6446,2
Konala,Kerrostalo,2h+avok+kph+p,43.5,205000,4713,2
Kallio,Kerrostalo,2h+kk,50.0,323000,6460,2
Myllypuro,Kerrostalo,2h+kk+vh+kph+la...,50.5,189000,3743,2
Lassila,Kerrostalo,2 h+k+kph+s+las...,55.5,207000,3730,2
Vuosaari,Kerrostalo,"2h, k, kph, ter...",59.0,155000,2627,2
Länsi-pasila,Kerrostalo,"2 h, k, s, lasi...",64.0,294000,4594,2
Katajanokka,Kerrostalo,"2h, avok, kph, vh",34.0,349080,10267,2
Taka-töölö,Kerrostalo,1h+avok.+ kph (...,40.0,308000,7700,1
Pihlajamäki,Kerrostalo,2h+kk+kph+parveke,45.5,167000,3670,2
Herttoniemi,Kerrostalo,2h+k,47.0,250000,5319,2
Vuosaari,Kerrostalo,2h + kk,50.0,180000,3600,2
Kallio,Kerrostalo,"2h,alkovi, avok...",50.0,405000,8100,2
Punavuori,Kerrostalo,2h+k+palv.h+ull...,76.0,730000,9605,2
Kallio,Kerrostalo,"2h,kk,kh",60.5,365000,6033,2
Punavuori,Kerrostalo,"2h, k, kph",50.5,333000,6594,2
Lassila,Kerrostalo,2h + k + lasite...,55.0,210000,3818,2
Kallio,Kerrostalo,"2h,kt,kph,s,par...",62.0,540000,8710,2
Etu-töölö,Kerrostalo,"2h, k, rt, alkovi",77.5,564000,7277,2
Sörnäinen,Kerrostalo,"2h, kk, kph/wc, vh",43.0,268000,6233,2
Kannelmäki,Kerrostalo,2h + k,51.0,200000,3922,2
Punavuori,Kerrostalo,"2h, avok,kph,wc",48.0,434500,9052,2
Munkkivuori,Kerrostalo,"2h, k, kph, par...",49.0,294000,6000,2
Etelä-haaga,Kerrostalo,"2h, k, kph, vh, p",52.0,279000,5365,2
Lauttasaari,Kerrostalo,"2h, avok, lasit...",56.5,379000,6708,2
Pihlajamäki,Kerrostalo,"2 h, kk, kph, r...",40.5,145000,3580,2
Hermanni,Kerrostalo,2h+avok+kph,45.0,298000,6622,2
Konepaja,Kerrostalo,2h+kt+s+ranskal...,45.5,360000,7912,2
Maunula,Kerrostalo,2h+k,55.4,160000,2888,2
Puotinharju,Kerrostalo,2h+k+vh+kph+p,55.5,160000,2883,2
Tapanila,Kerrostalo,"2h, kk, las.parv.",43.5,156000,3586,2
Meilahti,Kerrostalo,2h+kk,50.0,280000,5600,2
Vuosaari,Kerrostalo,2h+k,53.0,166000,3132,2
Pihlajisto,Kerrostalo,2h+k,59.5,163000,2739,2
Taka-töölö,Kerrostalo,"3 h, kk, kph, p",62.0,505000,8145,3
Toukola,Kerrostalo,"2 h, k, kh (Yj ...",40.0,260000,6500,2
Kurkimäki,Kerrostalo,2h+k+s,52.5,159500,3038,2
Kulosaari,Kerrostalo,2h+k,53.0,350000,6604,2
Kontula,Kerrostalo,2h+kk,53.5,149000,2785,2
Oulunkylä,Kerrostalo,"2h, k, kph ja p...",54.0,209000,3870,2
Vuosaari,Kerrostalo,"2h, k, kph/wc, p",55.0,165000,3000,2
Puotila,Kerrostalo,"2h, k + parveke",55.5,235000,4234,2
Lassila,Kerrostalo,"2h, k, s, vh, l...",56.0,198000,3536,2
Punavuori,Kerrostalo,"2h,avok,kph",40.5,356000,8790,2
Meilahti,Kerrostalo,"2h, k, kph, par...",44.0,320000,7273,2
Malmi,Kerrostalo,"2 h, avokeitti&...",49.5,161000,3253,2
Vartiokylä,Kerrostalo,2h+k,50.0,140000,2800,2
Sörnäinen,Kerrostalo,2h+k+kph+vh,50.0,235000,4700,2
Vallila,Kerrostalo,1H+K+KH+ET Yj *...,50.0,326100,6522,1
Etu-töölö,Kerrostalo,2h+k+kph+vh+et+...,58.5,455000,7778,2
Meilahti,Kerrostalo,1h+k+kph,34.4,266000,7733,1
Arabianranta,Kerrostalo,"2h, kk, lasit.t...",45.0,278000,6178,2
Etu-töölö,Kerrostalo,"2h, k, kph, sauna",49.5,400000,8081,2
Malmi,Kerrostalo,"2h,k,s",50.0,134001,2680,2
Myllypuro,Kerrostalo,"2h, k, kph, las...",50.0,165000,3300,2
Maunula,Kerrostalo,"2h, k, kph, par...",51.0,186000,3647,2
Konala,Kerrostalo,"2h, k, kph ja l...",51.5,171000,3320,2
Töölö,Kerrostalo,"2h, k, alk, kph",52.0,436050,8386,2
Harju,Kerrostalo,"2h, k, kph",58.0,356000,6138,2
Meilahti,Kerrostalo,2h+kk,32.4,250000,7716,2
Taka-töölö,Kerrostalo,2h+kk+kph,48.5,375000,7732,2
Puotinharju,Kerrostalo,"2h,k",49.0,172500,3520,2
Vuosaari,Kerrostalo,2h+kk+s,51.0,215000,4216,2
Punavuori,Kerrostalo,"2h, k, kph, s, ...",62.5,810000,12960,2
Merihaka,Kerrostalo,"2h, avok, kph, ...",41.5,282000,6795,2
Taka-töölö,Kerrostalo,2h+avok+työ...,41.5,376000,9060,2
Etu-töölö,Kerrostalo,"2h, kk, kph",46.0,347000,7543,2
Mellunmäki,Kerrostalo,"2h,kk,kh",48.0,140000,2917,2
Haaga,Kerrostalo,"2h, k, kph, vh,...",48.0,270000,5625,2
Tammisalo,Kerrostalo,2h+k,51.0,210000,4118,2
Töölö,Kerrostalo,2h,54.0,420000,7778,2
Pikku huopalahti,Kerrostalo,"2h,k",60.5,305000,5041,2
Etu-töölö,Kerrostalo,2h+k+kph+et,86.0,645000,7500,2
